,,,,,,SAMPLE_NAME,DFCI-01579,DFCI-01580,DFCI-01581,DFCI-01582,DFCI-01583,DFCI-01584,DFCI-01585,DFCI-01586,DFCI-01587,DFCI-01588,DFCI-01589,DFCI-01590,DFCI-01591,DFCI-01592,DFCI-01593,DFCI-01594,DFCI-01595,DFCI-01596,DFCI-01597,DFCI-01598,DFCI-01599,DFCI-01600,DFCI-01601,DFCI-01602
BIOCHEMICAL,PLATFORM,CAS,PUBCHEM,CHEMSPIDER,KEGG,                               Group   HMDB_ID,DFCI-01579,DFCI-01580,DFCI-01581,DFCI-01582,DFCI-01583,DFCI-01584,DFCI-01585,DFCI-01586,DFCI-01587,DFCI-01588,DFCI-01589,DFCI-01590,DFCI-01591,DFCI-01592,DFCI-01593,DFCI-01594,DFCI-01595,DFCI-01596,DFCI-01597,DFCI-01598,DFCI-01599,DFCI-01600,DFCI-01601,DFCI-01602
N2-acetyllysine,Method 1,1946-82-3,92907,83869,C12989,HMDB00446,,"792,839","1,801,608","791,863","945,534","906,593","683,319","427,526","343,542","778,454","993,722","549,256","891,225",,"849,325",,"985,451","1,785,217","1,352,739","799,383","620,899","797,648","966,971","1,266,498"
N4-acetylcytidine,Method 1,3768-18-1,107461,96702,,HMDB05923,,"475,388","90,690",,"237,260","262,300","111,680","133,106",,,"145,482",,"270,379",,"182,924",,"456,916","803,493","522,118","460,545","203,375","325,375","237,984","439,705"
N6-acetyllysine,Method 1,692-04-6,92832,83801,C02727,HMDB00206,"412,227","797,690","902,175","511,257","724,564","1,016,534","615,973","665,475","733,684","1,073,247","881,143","993,631","2,069,766","742,836","1,693,289","1,176,610","1,890,990","1,367,224","2,512,569","4,684,407","2,393,069","1,654,812","2,038,320","4,032,703"
N6-carbamoylthreonyladenosine,Method 3,24719-82-2,161466,141829,,HMDB41623,"58,565",,"33,808","50,241","50,166","56,215","58,407","33,259","41,841","63,507",,"32,632","450,899","201,546","190,297","409,900","142,901","185,883","253,988","238,481","243,054","186,710","326,209","167,543"
N6-carboxyethyllysine,Method 1,,,11312319,,,,,,,"442,167",,"723,703","579,108","284,929","455,287","480,645","467,966",,,,,,,,,,,,
N6-carboxymethyllysine,Method 1,03/04/5746,,11217184,,,"576,192","520,887","937,303","522,958","344,164","450,125","470,911",,"359,933","485,506",,"1,012,904",,,,,,,,,,,,
N6-succinyladenosine,Method 1,4542-23-8,,,,HMDB00912,"3,034,239","5,522,156","3,104,688","4,088,381","6,478,489","4,003,791","3,667,493","2,130,410","2,165,284","3,072,579","2,877,623","2,733,697","2,927,307","1,516,034","3,679,088","1,303,961","4,091,900","1,764,278","10,123,048","6,695,395","3,421,599","4,103,586","2,464,312","7,663,175"
nicotinamide,Method 1,98-92-0,936,911,C00153,HMDB01406,"491,580,448","549,675,392","481,514,240","656,602,496","761,879,872","650,176,704","596,483,584","578,716,608","816,406,144","612,041,280","597,773,312","519,385,984","773,161,472","484,949,920","720,808,768","413,692,736","987,635,136","549,395,840","1,374,302,976","948,481,728","682,710,656","936,669,504","771,088,512","1,158,131,840"
nicotinamide adenine dinucleotide (NAD+),Method 3,53-84-9,5893,5681,C00003,HMDB00902,"4,838,982","9,116,512","10,460,808","4,700,530","5,935,638","14,153,532","7,022,139","11,663,132","2,810,073","8,884,490","8,155,199","10,237,255","6,004,813","4,973,211","7,241,943","6,272,471","6,310,482","8,588,600","10,701,532","10,220,161","10,279,804","12,564,318","10,348,894","12,842,738"
nicotinamide adenine dinucleotide reduced (NADH),Method 3,58-68-4;606-68-8,439153,388299,C00004,HMDB01487,"417,972","462,624","811,546","500,969","496,393","1,033,065","666,672","838,169","153,607","385,444","928,823","578,933","277,627","163,226","258,158","263,922","393,740","515,826","544,125","744,169","632,161","610,017","552,336","1,330,022"
nicotinamide ribonucleotide (NMN),Method 3,1094-61-7,14180,13553,C00455,HMDB00229,"777,212","414,579","870,619","947,827","1,528,624","1,589,572","1,332,167","1,054,776","309,555","1,165,833","1,394,441","481,886","688,713","657,890","507,489","550,142","319,699","1,140,322",,"1,940,224","467,842","901,195","1,076,804","1,471,214"
nicotinamide riboside,Method 1,1341-23-7,439924,,C03150,HMDB00855,"8,571,536","19,261,728","16,808,836","9,267,908","21,100,092","16,032,500","14,209,667","7,160,515","10,280,057","14,074,546","15,879,470","16,677,764","8,957,049","3,102,403","5,695,121","5,539,193","9,851,348","5,994,623","13,855,922","13,918,057","6,923,662","9,927,747","7,612,483","10,072,675"
nicotinate ribonucleoside,Method 1,2625-49-2,161234,141635,C05841,HMDB06809,,,,,,,,,,,,,,,,,,,,,,,,
O-methyl tyrosine,Method 1,1080-06-4,76957,69406,,,,,"2,072,855",,"1,638,738","2,273,015","1,220,517","762,957","981,450","1,093,511","2,197,982","1,100,006","3,376,927","1,629,467","1,892,357","1,236,030","2,959,229","2,808,199","4,086,917","4,455,970","2,846,766","3,258,228","3,513,126","6,383,196"
O-sulfo-L-tyrosine,Method 3,,514186,448617,,,,"83,968","161,129","44,936",,"58,928","31,918","37,795",,"65,131","35,688","38,497","130,100","160,210","120,091","159,246","53,327","310,131","55,585","158,145","131,239",,"102,425","73,127"
octanoylcarnitine,Method 1,3671-77-0,123701,110274,C02838,HMDB00791,"2,825,111","3,806,810","3,650,648","3,804,265","3,635,456","11,561,930","4,641,445","5,362,225","4,343,301","7,474,889","6,682,646","5,918,286","4,496,149","2,946,430","3,642,655","4,647,328","5,318,533","5,162,774","5,780,339","6,564,356","4,626,646","3,528,819","5,239,258","6,597,947"
oleamide,Method 3,301-02-0,5283387,4446508,C19670,HMDB02117,"24,371,728","4,083,194","9,079,468","429,335,872","4,640,408","12,007,429","5,374,577","28,081,992","39,983,044","72,265,552","45,616,460","55,699,584","6,795,805","19,955,468","18,699,608","16,770,149","16,364,346","4,335,046","14,928,513","2,267,460","29,889,892","5,549,826","20,553,150","39,873,020"
oleanolate,Method 3,508-02-1,10494,10062,C17148,HMDB02364,,,,,,,,,,,,,,,,,,,,,,,,
oleate/vaccenate (18:1),Method 3,,,,,,"60,968,824","74,477,440","105,842,888","134,305,872","212,564,368","171,486,352","140,381,232","202,212,064","679,969,536","281,845,120","199,938,144","151,502,880","701,550,464","324,659,488","579,008,704","247,430,496","225,325,200","172,563,568","487,510,688","501,254,624","1,198,595,712","136,113,120","712,181,248","1,123,390,464"
oleoylcarnitine,Method 1,38677-66-6,6441392;53477789,21403150,,HMDB05065,"1,729,033","3,767,020","3,357,573","4,598,773","4,021,730","13,501,308","1,835,946","9,388,928","17,832,964","73,039,040","19,964,876","2,005,030","5,621,737","1,112,466","9,284,573","2,295,966","14,269,468","8,033,135","17,804,362","7,130,468","47,075,756","5,686,104","11,092,337","4,413,117"
ophthalmate,Method 1,495-27-2,7018721,7993181,,HMDB05765,"494,727","1,199,138","1,123,610","577,918","226,706","1,147,640","494,861","609,115","205,956","1,095,453","1,231,055","657,898","847,947",,"345,350","546,684","537,384","557,515","1,635,130","653,910","543,543","509,783","960,425","904,186"
ornithine,Method 1,3184-13-2,6262,6026,C00077,HMDB03374,"2,138,540","1,962,070","974,439","2,697,516","3,603,560","1,796,836","2,880,081","1,702,324","1,814,611","3,481,139","2,291,654","1,873,633","10,971,633","3,985,509","4,162,553","10,177,978","8,079,917","6,857,613","10,539,348","9,981,364","9,331,752","11,190,530","12,155,531","5,696,392"
orotate,Method 4,50887-69-9,967,942,C00295,HMDB00226,"62,989,812","113,499,216","93,346,584","66,703,804","105,508,960","89,449,024","89,378,072","55,731,112","39,605,684","78,319,184","150,897,328","44,204,464","29,759,296","16,259,448","21,466,432","22,031,076","18,099,038","33,414,482","13,770,751","43,444,532","26,552,616","15,387,137","37,919,492","20,127,500"
orotidine,Method 4,314-50-1,92751,83729,C01103,HMDB00788,"10,407,033","14,496,809","13,396,394","14,065,183","20,306,100","17,518,454","22,028,840","16,882,690","12,721,586","24,107,708","19,323,176","14,308,146","6,557,555","3,555,980","6,076,530","6,517,739","4,326,576","6,068,762","6,591,255","5,803,989","5,704,167","5,277,648","8,391,084","5,818,495"
oxalate (ethanedioate),Method 3,144-62-7,971,946,C00209,HMDB02329,"2,309,359","4,338,104","1,354,902","5,098,526","2,719,676","1,627,701","640,793","7,989,058","7,376,761","16,878,876","2,178,315","2,896,852","1,448,533","127,664","3,241,005","1,736,638","13,890,556","283,931","23,727,010","894,119","1,929,855","3,577,487","2,039,182","337,543"
oxaloacetate,Method 3,328-42-7,970,945,C00036,HMDB00223,"2,973,803","5,052,757","3,339,795","2,611,046","3,773,733","4,822,646","4,120,521","3,705,947","2,295,093","2,912,922","3,936,722","3,950,186","1,852,642","7,497,476","6,112,912","5,751,967","2,295,093","6,151,499","4,231,862","5,362,946","6,554,411","2,025,619","5,431,555","4,954,949"
p-cresol sulfate,Method 3,3233-57-7,4615423,3806480,C01468,HMDB11635,"192,938","9,531,756","896,014","1,401,009","102,920","812,399","911,620","2,766,676","1,622,127","2,635,210","2,003,763","557,105","753,622","328,402","100,558","371,793","1,609,270","13,826,421","1,751,443","1,758,188","836,389","806,724","471,528","946,614"
p-cresol-glucuronide*,Method 3,17680-99-8,154035,135751,,HMDB11686,"95,760","1,115,936","384,875","253,282",,"50,512","113,329","187,023","163,863","436,326","1,243,424","118,116","333,424",,,"42,012","224,129","2,105,834","324,299","201,881","116,693","157,376","76,305","95,024"
palmitate (16:0),Method 3,57-10-3,985,960,C00249,HMDB00220,"259,956,912","260,171,072","333,677,440","382,886,848","480,059,904","458,199,104","434,294,560","443,892,416","908,972,224","562,418,816","577,259,712","475,371,648","839,365,952","588,986,432","638,315,840","525,783,552","462,399,648","347,485,504","648,816,640","559,507,968","1,092,309,632","348,348,032","854,100,160","1,129,234,176"
palmitic amide,Method 3,629-54-9,69421,62629,,,"1,779,797","843,365","2,134,182","13,708,542","1,309,857","1,285,755","1,949,424","4,377,853","6,453,332","6,248,266","2,198,781","5,335,643","1,902,412","4,453,259","4,444,824","3,596,915","3,183,598","1,326,690","2,393,475","477,437","2,188,025","1,235,634","3,587,770","7,749,346"
palmitoleate (16:1n7),Method 3,373-49-9,445638,393216,C08362,HMDB03229,"29,684,618","28,947,656","30,978,580","45,496,608","46,746,516","56,748,964","41,460,396","36,809,944","57,630,552","58,707,140","45,975,940","27,591,088","154,019,584","49,152,580","78,998,880","60,545,988","104,976,168","42,262,984","125,646,368","78,473,552","85,907,776","49,522,380","77,954,816","95,265,336"
palmitoyl ethanolamide,Method 3,544-31-0,4671,4509,C16512,HMDB02100,,"215,035","611,010",,"412,653","545,916","439,497","381,018","937,878","1,033,933","482,602","594,725","722,396","544,376","497,293","656,691","182,285","280,246",,"410,312","827,435",,"1,376,349","1,099,272"
palmitoyl sphingomyelin (d18:1/16:0),Method 4,6254-89-3,9939941,8115562,,,"2,682,337","3,920,581","3,169,651","3,147,359","3,452,389","3,336,361","2,362,336","4,022,831","3,453,584","3,436,525","2,873,110","3,019,844","2,968,603","3,316,511","3,976,363","4,612,693","4,304,828","3,681,414","6,928,989","4,941,721","4,609,120","4,608,024","4,405,566","4,822,945"
palmitoylcarnitine,Method 1,6865-14-1,461,448,C02990,HMDB00222,"4,326,242","8,744,682","7,748,677","8,047,463","8,243,752","27,395,818","3,045,674","13,867,802","29,896,452","89,479,240","19,832,572","3,537,656","8,541,551","1,898,356","17,967,494","4,757,728","18,651,870","9,205,613","19,003,444","8,313,127","50,653,184","7,532,716","13,522,843","5,985,016"
pantothenate,Method 1,137-08-6,6613,6361,C00864,HMDB00210,"7,130,497","6,874,079","5,754,860","6,415,614","8,126,764","7,747,335","8,156,073","8,275,354","6,082,286","9,711,702","10,250,999","6,234,071","9,534,138","4,335,369","6,758,462","7,729,388","7,523,731","8,845,249","13,445,457","12,205,753","8,763,081","7,745,626","9,007,827","9,795,958"
phenol sulfate,Method 3,937-34-8,74426,67018,C02180,HMDB60015,"309,323","9,100,869","1,788,498","1,257,940","2,538,809","1,049,238","627,036","1,307,521","646,208","471,600","960,689","269,205","522,529","1,338,489","94,672","700,035","2,324,018","10,145,936","1,510,162","1,016,804","788,295","664,467","321,230","726,871"
phenylacetylglutamine,Method 3,28047-15-6,92258,270643,C04148,HMDB06344,,,,,,,"58,840",,,"389,546",,,,,,,,,,,,,,
phenylacetylglycine,Method 1,500-98-1,68144,61452,C05598,HMDB00821,"688,473","16,406,336","3,742,192","3,477,105","4,725,274","1,140,987","1,077,855","1,955,734","2,009,725","1,482,390","5,728,086","770,641","2,939,274","851,204","3,220,042","1,499,407","4,246,981","30,339,132","7,118,153","2,275,937","1,293,194","3,930,606","1,169,089","1,279,455"
phenylalanine,Method 1,63-91-2,6140,5910,C00079,HMDB00159,"133,446,248","156,367,472","112,575,040","136,438,048","162,691,008","205,218,624","200,919,632","187,461,088","186,890,704","198,753,136","164,288,784","141,462,720","366,411,424","159,839,744","308,385,184","206,802,384","366,649,024","277,354,304","582,490,240","656,904,064","395,531,840","403,404,480","381,027,264","574,275,264"
phenyllactate (PLA),Method 4,828-01-3,3848,3715,C05607,HMDB00779,,"373,731","32,519",,,"34,699",,,,,"47,674",,,,"174,511",,,"46,392","97,558",,,,,
phosphate,Method 3,7664-38-2,1061,1032,C00009,HMDB01429,"309,352,768","308,901,632","347,077,408","331,052,192","317,541,440","339,886,240","293,453,440","338,091,520","331,469,568","299,150,464","289,845,600","233,024,416","276,592,352","266,634,432","320,718,304","219,923,632","389,614,528","208,727,744","478,434,368","333,441,856","268,598,432","333,859,264","268,590,944","350,182,400"
phosphoethanolamine,Method 3,1071-23-4,1015,990,C00346,HMDB00224,"18,577,604","23,365,060","23,123,822","22,907,118","21,715,806","22,583,548","17,404,252","24,423,846","22,583,540","24,686,936","22,267,522","22,077,746","19,032,374","19,168,236","26,152,552","15,039,229","38,283,544","23,605,782","42,340,464","39,447,784","24,627,614","41,093,908","25,389,892","37,960,216"
pipecolate,Method 1,4043-87-2,849,826,C00408,HMDB00070,"5,956,477","9,188,073","7,907,664","8,699,704","9,762,016","11,401,743","8,321,467","6,870,024","6,723,273","10,084,615","11,465,792","6,978,995","10,620,898","5,717,680","7,350,215","7,305,680","9,638,564","17,527,924","13,789,699","10,427,241","7,182,258","8,727,070","9,976,021","14,247,675"
pregn steroid monosulfate*,Method 3,1247-64-9,,13465233,,,,,,,,,,,,,,,,,,,,,,,,,,
pregnanolone/allopregnanolone sulfate,Method 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pregnen-diol disulfate*,Method 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pregnenolone sulfate,Method 3,1247-64-9,105074,94802,,HMDB00774,,,,,,,,,,,,,,,,,,,,,,,,
pro-hydroxy-pro,Method 1,18684-24-7,11673055,9847785,,HMDB06695,"620,119","3,652,279","3,532,936","1,303,501","2,574,222","1,738,666","1,897,206","1,216,331","1,306,388","2,913,128","3,234,296","1,034,106","4,480,624","1,383,518","2,656,785","2,395,750","1,967,532","8,406,851","3,286,589","3,120,013","3,143,395","841,459","3,098,190","2,577,626"
proline,Method 1,147-85-3,145742,128566,C00148,HMDB00162,"249,429,472","412,431,648","324,998,688","265,522,496","495,291,200","367,410,848","405,137,664","398,529,472","359,947,712","504,636,000","383,270,592","314,838,528","841,360,768","293,931,840","610,644,864","412,887,104","727,574,400","482,970,144","1,182,185,344","948,343,808","685,164,224","831,323,392","837,424,960","1,053,404,800"
prolylglycine,Method 1,2578-57-6,7408076;6426709,4932143,,,"199,883","640,390","743,994","479,932","645,022","473,362","453,591","452,074","417,295","600,055","575,842","325,833","1,415,194","505,369","1,125,183","661,882","946,095","1,610,109","1,788,160","1,900,890","1,354,633","1,081,119","1,239,908","1,633,005"
propionylcarnitine,Method 1,17298-37-2,107738,96904,C03017,HMDB00824,"76,349,384","168,932,688","97,952,048","149,489,984","123,054,928","204,494,880","230,673,296","175,899,808","204,064,176","242,414,176","236,414,272","235,471,216","109,949,600","71,384,432","86,187,328","94,800,040","107,689,104","105,399,224","154,676,768","110,126,024","115,356,384","109,958,648","134,906,224","202,099,888"
propionylglycine,Method 1,21709-90-0,98681,89122,,HMDB00783,"102,244","277,531",,"280,017","185,990","358,007","438,168","221,288",,,"348,397","232,518","173,933","246,021",,"123,540","335,562","257,106","302,161",,"168,729",,"217,931",
prostaglandin E2,Method 3,363-24-6,5280360,4444059,C00584,HMDB01220,,"75,225",,"87,710","127,404","268,481","418,955","110,468","519,182","122,560","178,774","351,714",,,,,,,,"130,604",,,"51,532","41,622"
pseudouridine,Method 3,1445-07-4,15047,21403010,C02067,HMDB00767,"688,994","1,393,097","790,566","1,459,079","1,052,814","850,731","714,397","535,273","526,385","932,984","1,011,109","441,647","1,361,284","396,150","926,455","890,509","2,480,274","2,212,294","2,454,504","1,820,661","945,557","1,795,529","1,412,379","1,478,361"
pterin,Method 1,22363-60-4,73000,65806,C00715,HMDB00802,"343,808","348,898","308,175","274,028","469,308","359,276","429,993",,"398,585","257,376","550,886","383,782","360,011","583,800","426,013","444,517","480,162","533,584","427,738","457,317","449,862","363,930","353,988","366,352"
putrescine,Method 1,110-60-1,1045,13837702,C00134,HMDB01414,"1,208,513","3,156,714","4,361,661","1,397,981","1,671,775","380,982",,"2,263,255","1,384,074","2,241,479","2,059,480","753,099","11,393,988","5,763,995","4,847,390","7,256,882",,"6,438,901","4,257,680","5,537,177","6,849,110",,"2,507,876","1,572,592"
pyridoxal,Method 1,65-22-5,1050,1021,C00250,HMDB01545,"1,226,409","1,930,979","719,387","1,873,759","1,364,911","1,657,391","1,241,446","917,270","1,990,210","1,614,907","1,062,629","1,295,668","3,220,642","320,332","1,141,083","1,088,729","3,085,373","1,349,892","5,122,322","1,101,076","1,281,210","1,613,209","1,402,603","1,093,744"
pyridoxate,Method 3,82-82-6,6723,6467,C00847,HMDB00017,"267,507","917,828","582,511","614,911","647,894","407,791","393,690","296,856","347,422","594,004","170,340",,"550,539","284,695","388,587","408,490","764,797","1,127,162","616,290","349,967",,"100,719",,"143,980"
pyruvate,Method 4,127-17-3,1060,96901,C00022,HMDB00243,,"714,436","526,710","572,181","749,083","726,262","633,581","475,611","1,228,021","550,934","567,197","873,722","1,044,632","349,020","1,311,275","394,575","1,191,772","750,479","1,556,037","1,529,288","1,221,502","1,016,417","930,621","1,995,564"
ribitol,Method 4,488-81-3,6912,10254628,C00474,HMDB00508,"454,987","821,912","704,175","618,005","875,339","877,380","999,383","875,049","857,193","1,054,036","917,872","802,938","970,216","541,397","855,342","672,867","571,876","817,909","929,660","970,199","868,865","609,139","858,336","946,720"
riboflavin (Vitamin B2),Method 3,83-88-5,493570,431981,C00255,HMDB00244,"101,520","249,841","190,654","205,956","274,145","197,180","166,285","148,712","228,539","236,774","203,595","289,051","273,248","84,983","238,597","161,557","330,543","211,464","383,678","344,768","323,470","235,248","278,428","402,257"
ribonate,Method 4,03/08/5336,5460677,4574162,C01685,HMDB00867,"903,864","1,608,180","2,231,850","1,266,996","1,323,943","1,901,188","1,308,633","2,394,974","1,588,325","1,959,733","1,623,475","1,407,267","1,161,465","749,363","1,583,901","1,221,103","1,183,428","2,059,870","1,678,810","2,487,965","1,090,935","1,047,871","1,439,021","1,690,407"
ribose,Method 4,50-69-1,5779,4470639,C00121,HMDB00283,"90,862","51,166","67,279","59,568","145,809","78,807","192,091",,"92,514",,"108,975",,"166,734","206,814","78,422","65,981","48,280","235,242","84,706","228,148","116,066","48,324","117,141","139,969"
ribose 1-phosphate,Method 4,50-99-7;58459-37-3,439236,388373,C00620,HMDB01489,"1,025,487","1,494,780","1,151,096","1,654,465","2,068,790","1,514,454","2,262,217","1,553,157","3,190,379","1,380,371","1,063,939","1,269,162","2,416,847","1,502,068","2,624,313","1,057,427","1,902,549","1,673,738","2,890,729","3,232,296","2,103,915","2,147,347","1,676,402","4,181,654"
S-(3-hydroxypropyl)mercapturic acid (HPMA),Method 3,23127-40-4,3371179,2616726,,,,"165,625","175,516","54,551","134,832",,,,,,"100,170",,,,"113,092",,"37,440","499,187","68,451",,"29,058",,,
S-adenosylhomocysteine (SAH),Method 3,979-92-0,439155,16788012,C00021,HMDB00939,"987,602","2,295,599","1,839,617","1,478,100","2,125,457","2,207,422","1,691,895","1,850,234","2,062,979","2,910,783","2,084,354","2,956,644","2,530,532","769,623","2,027,359","1,259,251","2,235,249","1,143,407","4,094,596","2,193,815","2,754,819","3,153,912","2,618,161","3,355,473"
S-adenosylmethionine (SAM),Method 1,24346-00-7;86867-01-8;86867-0108,34755,,C00019,HMDB01185,"8,619,427","9,293,271","8,045,174","9,555,706","10,972,040","7,069,785","11,722,133","8,823,358","9,616,484","13,113,995","12,407,503","9,401,195","5,426,828","4,367,063","4,598,926","5,674,725","6,323,302","6,501,061","4,687,629","9,003,037","4,353,777","8,587,403",,"7,456,001"
S-methylglutathione,Method 1,2922-56-7,3605667,2841309,C11347,,"913,710","6,893,813","6,686,294","861,693","1,193,562","4,969,986","817,674","5,961,288","885,614","5,573,120","2,595,854","8,407,146","519,221",,"1,293,221","373,252","923,173","287,066","2,657,488","827,968","2,393,849","1,067,854","1,297,962","1,711,971"
sedoheptulose-7-phosphate,Method 3,2646-35-7,616,596,C05382,HMDB01068,"445,446","679,300","536,397","789,206","1,091,241","738,799","1,265,172","881,762","2,890,480","1,130,102","637,236","370,912",,,,,"271,920",,"615,487",,,,,
serine,Method 1,56-45-1,5951,5736,C00065,HMDB00187,"26,729,730","18,629,684","20,841,340","25,105,912","25,658,448","16,467,588","22,230,118","20,243,110","21,200,472","21,592,970","21,564,968","23,661,646","20,928,268","15,147,033","16,884,990","22,730,622","30,113,510","14,835,307","14,296,774","33,118,962","18,324,706","38,429,016","25,107,256","25,832,218"
serotonin,Method 1,153-98-0,5202,5013,C00780,HMDB00259,"169,625",,"422,526",,,"254,159",,"268,500",,"275,859","383,195","178,910",,,,"124,840","108,405","247,211",,"185,728","277,255",,"150,910",
spermidine,Method 1,124-20-9,1102,1071,C00315,HMDB01257,"2,358,309,120","2,481,820,928","2,346,620,416","1,642,252,544","2,788,640,000","1,959,009,536","1,990,823,168","1,319,935,488","964,632,576","2,232,411,392","3,585,602,048","2,316,551,680","4,313,622,528","3,215,873,280","2,510,360,832","4,507,346,432","810,571,072","2,254,181,888","1,451,388,928","2,389,556,224","3,179,206,656","724,603,904","2,824,893,952","1,382,644,096"
spermine,Method 1,71-44-3,1103,1072,C00750,HMDB01256,"785,118,592","1,012,375,104","685,196,288","670,602,816","1,122,115,200","676,199,360","1,163,764,736","729,967,296","410,546,560","1,356,124,032","1,535,388,416","873,363,968","2,178,119,936","1,196,761,216","1,093,761,024","2,413,364,224","280,601,216","933,520,448","545,467,264","952,920,064","1,483,665,408","216,451,424","1,427,614,720","455,663,872"
"sphingomyelin (d18:1/14:0, d16:1/16:0)*",Method 4,,11433862,9608732,,,,"114,762","84,940","86,701","109,688","90,832","84,388","110,810","95,703","111,835","72,205","99,207","99,430","82,709","168,220","108,833","127,819","88,442","192,335","136,331","115,181","130,529","120,718","154,141"
"sphingomyelin (d18:1/24:1, d18:2/24:0)*",Method 4,94359-13-4,,24846874,,,"248,258","411,433","380,182","327,644","330,891","314,682","182,219","442,902","326,166","335,394","233,990","202,918","81,880","229,899","161,627","255,171","203,149","200,603","309,185","201,089","191,492","229,899","164,934","169,090"
"sphingomyelin (d18:2/16:0, d18:1/16:1)*",Method 4,,,,,,,"76,346","57,655","58,669","78,426","94,084","108,650","165,701","148,606","178,258","101,643","82,852","78,200","70,672","191,776","99,149","95,820","93,310","192,327","139,846","136,546","108,551","131,174","95,917"
sphingosine,Method 1,123-78-4,5353955,4510275,C00319,HMDB00252,"907,952","1,048,563",,"990,139","910,672","1,328,022","813,842","1,603,159","2,514,874","4,009,986","1,322,456",,"1,678,002","727,559","2,701,570","1,171,063","3,420,123","1,672,800","4,174,759","2,303,708","9,333,565","1,971,472","3,053,987","1,409,737"
stachydrine,Method 1,4136-37-2,115244,103115,C10172,HMDB04827,"555,669","1,871,419","460,914","1,850,082","499,370","482,369","1,889,146","386,712",,"2,610,690","586,073",,"2,486,476","440,497","336,510","1,265,826",,"891,111","1,819,981",,,"800,469","441,759","5,442,422"
stearate (18:0),Method 3,57-11-4,5281,5091,C01530,HMDB00827,"207,090,880","208,321,920","298,833,440","298,381,888","374,502,944","330,586,912","413,668,736","410,602,784","679,880,000","486,917,280","479,472,640","411,904,192","478,374,848","492,502,624","423,463,200","372,815,808","345,896,640","273,416,896","332,285,216","384,966,336","685,715,904","300,432,448","655,199,552","787,193,664"
stearidonate (18:4n3),Method 3,111174-40-4,5312508,4471933,C16300,HMDB06547,,"151,191","88,313","194,673",,"327,828","54,827",,"143,939",,,,"323,430","213,342","132,289",,"140,186",,"77,723","104,002","152,283","74,188","52,312","123,601"
stearoyl sphingomyelin (d18:1/18:0),Method 4,85187-10-6;85187-10-6,6453725,4956085,C00550,HMDB01348,"136,824","179,935","165,262","190,800","130,180","135,126","147,289","250,003","205,642","235,150","172,843","204,449",,"74,077","94,677","121,277","95,797","110,708","194,176","89,845","101,929","146,784","119,250","106,654"
stearoylcarnitine,Method 1,18822-91-8,6426855,21233653,,HMDB00848,,"742,746","1,026,413","1,059,674","1,245,236","2,219,320","431,104","2,454,823","4,432,484","15,198,489","4,426,079",,"1,369,128",,"3,213,292","951,712","3,301,983","1,629,010","5,644,872","1,618,201","10,372,604","2,216,660","3,464,056","1,437,894"
succinate,Method 4,110-15-6,1110,1078,C00042,HMDB00254,"18,765,224","24,529,056","18,720,448","19,023,012","25,304,590","37,360,328","27,952,988","25,867,718","31,370,986","35,328,040","37,570,276","28,552,716","35,183,348","17,977,072","32,556,598","19,163,212","51,181,856","35,431,244","76,273,624","90,180,776","42,446,100","45,719,980","36,348,508","67,164,784"
succinylcarnitine,Method 1,,,,,,"25,151,236","52,615,044","41,417,456","35,414,368","44,405,652","46,438,408","47,532,424","41,509,476","34,489,680","56,768,520","47,153,368","42,665,492","37,704,500","35,427,116","42,467,580","32,888,440","42,561,136","49,792,012","60,973,620","37,731,220","37,857,364","32,071,462","47,253,624","61,581,316"
sulfate*,Method 3,14808-79-8,1118,1086,C00059,HMDB01448,"6,010,468","12,415,630","12,185,609","6,772,599","5,463,042","16,594,808","14,484,536","13,224,575","8,650,115","12,802,040","16,369,133","6,487,645","6,875,240","10,477,118","7,600,632","13,497,626","12,443,962","24,837,990","9,590,366","18,029,814","12,290,281","13,558,637","12,261,948","14,407,737"
tartarate,Method 3,87-69-4;6106-24-7,444305,852,C00898,HMDB00956,,"2,569,364","10,001,482","6,256,205","843,859","225,623",,"154,592",,"847,333","3,237,279",,"630,648","106,286","451,027",,,"7,749,852",,,,"516,243",,
tartronate (hydroxymalonate),Method 3,80-69-3,45,44,C02287,HMDB35227,,,,,,,,"262,441","154,774",,,,,,,,,,,,,,,
taurine,Method 3,107-35-7,1123,1091,C00245,HMDB00251,"153,779,264","209,596,160","185,166,048","211,737,632","232,514,336","268,826,464","277,492,480","275,958,208","244,618,368","320,137,888","243,999,584","243,235,536","232,877,776","164,078,144","213,210,160","202,924,992","267,339,456","207,121,840","327,996,000","263,493,040","228,965,856","251,205,872","281,705,664","361,593,984"
taurochenodeoxycholate,Method 3,6009-98-9,387316,343282,C05465,HMDB00951,,,,,,,,,,,,,,,,,,,,,,,,
taurocholate,Method 3,145-42-6,6675,,C05122,HMDB00036,,,"79,105",,,,,,,,,"153,375","225,787","62,881",,,"64,994",,,"137,406",,,,
taurocholenate sulfate,Method 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thiamin (Vitamin B1),Method 3,59-43-8,1130,,C00378,HMDB00235,"361,142","477,447","577,717","584,576","666,722","492,842","726,263","419,453","392,608","694,295","764,802","598,493","69,851","94,769","134,743","133,470","88,305","122,488","99,260","152,133","78,920","88,466","138,633","82,183"
