,molecular_weight
C13859,316.297745
C13860,342.313395
C13870,302.172939
C13906,389.175084
C13914,327.31373
C13949,306.196173
C13958,325.225308
C13963,390.240624
C13993,385.120462
C14015,393.194008
C14044,382.250795
C14045,382.250795
C14128,320.989423
C14133,315.938011
C14136,315.982463
C14156,396.302831
C14161,346.178024
C14162,330.183109
C14166,333.194008
C14174,311.188529
C14178,350.039251
C14180,337.094371
C14183,306.183109
C14185,369.821094
C14187,351.914689
C14190,305.917276
C14194,321.91219
C14196,321.91219
C14197,373.839331
C14198,373.839331
C14201,357.844416
C14202,357.844416
C14203,373.839331
C14206,303.006513
C14208,326.22458
C14211,312.136159
C14223,320.104859
C14227,390.27701
C14235,326.070795
C14240,370.30831
C14242,316.203845
C14243,302.151809
C14250,308.037085
C14252,314.152219
C14255,302.22458
C14256,302.188195
C14259,394.250795
C14269,302.188195
C14276,328.182715
C14282,303.957868
C14286,318.089209
C14289,360.157289
C14295,378.073301
C14296,387.219829
C14300,306.183109
C14301,367.909603
C14307,320.154308
C14308,310.250795
C14316,309.138974
C14322,348.926284
C14324,304.10105
C14327,385.816009
C14337,302.188195
C14343,335.109291
C14345,364.167459
C14346,352.026914
C14347,316.167459
C14348,340.167459
C14350,336.058499
C14365,323.883389
C14366,323.883389
C14367,357.844416
C14369,357.844416
C14372,339.878303
C14373,339.878303
C14374,339.878303
C14375,339.878303
C14376,305.917276
C14377,339.878303
C14378,339.878303
C14379,339.878303
C14380,305.917276
C14381,339.878303
C14387,350.188195
C14388,390.07895
C14389,329.998113
C14413,385.988425
C14427,310.032062
C14429,320.030587
C14431,301.961855
C14432,342.045646
C14434,323.038115
C14436,310.025108
C14446,398.24334
C14454,327.773403
C14471,339.878303
C14472,342.110338
C14475,316.24023
C14476,344.089603
C14477,354.237037
C14478,344.198759
C14482,302.260966
C14484,378.184252
C14487,312.20893
C14488,332.215158
C14489,300.20893
C14490,302.22458
C14492,349.08964
C14493,304.24023
C14497,304.203845
C14503,356.235145
C14504,334.214409
C14510,308.030587
C14513,363.899256
C14517,311.165207
C14520,320.894983
C14528,363.95914
C14529,330.183109
C14538,338.172939
C14552,304.203845
C14553,306.219495
C14554,372.23006
C14555,318.219495
C14561,312.187801
C14568,311.088477
C14573,323.883389
C14574,324.032
C14575,362.24571
C14577,390.27701
C14580,313.053765
C14586,328.24023
C14587,300.172545
C14588,302.22458
C14593,302.188195
C14594,350.24571
C14598,348.23006
C14600,304.203845
C14603,398.282095
C14605,304.24023
C14606,306.219495
C14608,334.250795
C14609,334.250795
C14612,380.125988
C14615,316.203845
C14616,340.241373
C14618,378.184252
C14621,334.194423
C14626,379.085432
C14627,304.203845
C14628,318.219495
C14630,362.225723
C14632,342.219495
C14635,372.23006
C14637,340.167459
C14638,396.194817
C14640,396.266445
C14642,396.23006
C14643,344.235145
C14646,312.20893
C14649,304.203845
C14651,386.209324
C14652,300.20893
C14654,330.219495
C14658,358.250795
C14661,314.22458
C14663,386.282095
C14665,318.219495
C14670,314.188195
C14671,304.203845
C14675,388.224974
C14676,348.185608
C14677,312.20893
C14680,336.266445
C14681,328.203845
C14683,318.219495
C14684,300.20893
C14699,351.854981
C14714,317.953661
C14717,316.203845
C14728,373.839331
C14729,339.878303
C14730,373.839331
C14731,350.088143
C14732,318.219495
C14733,305.917276
C14739,300.136159
C14744,329.90202
C14745,351.147058
C14748,320.235145
C14749,320.235145
C14750,320.162374
C14751,320.162374
C14752,322.178024
C14753,322.178024
C14754,320.162374
C14756,339.878303
C14757,326.188195
C14768,320.235145
C14769,320.235145
C14770,320.235145
C14771,320.235145
C14772,338.24571
C14773,338.24571
C14774,338.24571
C14775,338.24571
C14776,320.235145
C14777,320.235145
C14778,320.235145
C14779,320.235145
C14780,320.235145
C14781,336.23006
C14782,354.240624
C14794,326.209324
C14795,328.224974
C14796,307.087829
C14797,307.087829
C14798,307.087829
C14807,318.219495
C14808,336.23006
C14809,354.240624
C14810,336.23006
C14811,354.240624
C14812,336.23006
C14813,336.23006
C14814,354.240624
C14815,334.214409
C14820,336.23006
C14821,336.23006
C14822,320.235145
C14823,336.23006
C14824,320.235145
C14827,312.23006
C14828,314.24571
C14829,314.24571
C14831,312.23006
C14832,312.23006
C14833,330.240624
C14834,312.23006
C14835,330.240624
C14836,312.23006
C14837,330.240624
C14838,356.038626
C14853,302.094294
C14862,365.089285
C14864,383.055398
C14865,383.055398
C14869,323.957036
C14871,349.094371
C14874,334.107281
C14875,351.110021
C14877,340.095374
C14878,320.27153
C14879,352.276616
C14881,330.219495
C14882,306.25588
C14883,340.241373
C14885,332.178773
C14886,304.183858
C14887,316.203845
C14889,350.225723
C14890,302.22458
C14891,318.219495
C14892,312.20893
C14893,316.076726
C14894,330.110338
C14907,302.188195
C14909,300.172545
C14910,338.205737
C14912,304.203845
C14913,334.214409
C14915,338.260966
C14917,357.139864
C14919,348.266445
C14923,378.196173
C14925,300.20893
C14926,369.230394
C14929,318.219495
C14930,314.188195
C14931,358.250795
C14933,316.276616
C14934,344.235145
C14935,312.136159
C14937,377.292994
C14939,360.23006
C14940,360.120903
C14945,318.219495
C14946,316.167459
C14947,398.24571
C14948,386.136553
C14949,367.016684
C14950,367.016684
C14951,333.055656
C14954,344.235145
C14955,372.175915
C14956,304.24023
C14957,364.180523
C14959,358.19328
C14960,356.184372
C14961,320.235145
C14962,316.24023
C14964,344.235145
C14966,377.292994
C14967,325.926468
C14968,362.260966
C14969,316.094688
C14970,322.250795
C14971,307.045628
C14973,376.207216
C14974,358.214409
C14976,346.250795
C14977,336.266445
C14978,334.250795
C14979,344.307916
C14980,318.219495
C14981,320.251544
C14982,320.27153
C14983,318.183109
C14984,330.219495
C14985,328.094688
C14986,328.094688
C14988,317.162708
C14991,374.282095
C14992,374.15518
C14995,330.219495
C14997,330.110338
C14998,340.251464
C14999,314.188195
C15000,378.219495
C15001,344.235145
C15002,346.214409
C15003,302.22458
C15004,322.169958
C15007,317.162708
C15008,302.22458
C15009,358.214409
C15010,320.154308
C15011,332.235145
C15012,316.24023
C15013,385.29808
C15014,339.183444
C15015,346.214409
C15017,302.22458
C15018,315.147058
C15019,330.110338
C15022,332.235145
C15023,364.180523
C15024,322.169958
C15026,398.174276
C15028,303.162314
C15029,338.188195
C15030,354.183109
C15031,302.042653
C15033,326.235814
C15034,362.209324
C15035,320.235145
C15036,302.22458
C15041,320.235145
C15046,398.24571
C15047,320.27153
C15050,380.162374
C15051,310.120509
C15053,366.183109
C15054,310.156895
C15055,352.167459
C15056,326.131823
C15057,372.266445
C15058,306.25588
C15059,338.151809
C15060,310.156895
C15062,311.188529
C15064,344.235145
C15065,334.194423
C15066,344.17763
C15068,332.198759
C15070,302.22458
C15071,350.225723
C15072,302.188195
C15073,330.138658
C15074,306.199508
C15076,342.110338
C15078,313.167794
C15079,346.194423
C15086,352.178693
C15088,362.225723
C15090,340.203845
C15091,348.210073
C15092,334.194423
C15095,352.058303
C15097,306.219495
C15098,348.210073
C15099,318.25588
C15100,314.079038
C15103,302.188195
C15105,334.158037
C15106,358.262028
C15108,316.24023
C15109,358.105253
C15112,380.216301
C15113,350.225723
C15115,358.250795
C15116,328.24023
C15118,344.125988
C15119,370.323566
C15126,316.203845
C15127,332.215158
C15128,363.256215
C15130,328.203845
C15132,330.219495
C15133,329.235479
C15135,344.198759
C15136,306.219495
C15137,334.250795
C15138,320.235145
C15139,334.250795
C15140,326.242122
C15144,304.203845
C15145,368.162374
C15146,326.188195
C15147,332.178773
C15148,360.210073
C15149,329.235479
C15150,300.172545
C15151,318.183109
C15152,350.205737
C15154,330.219495
C15156,316.24023
C15157,376.26136
C15158,314.22458
C15159,334.214409
C15160,393.230394
C15162,393.230394
C15163,391.251129
C15164,322.194423
C15165,320.178773
C15166,350.225723
C15167,312.20893
C15169,304.183858
C15171,378.219495
C15172,364.204988
C15174,328.167459
C15175,317.235479
C15176,304.24023
C15177,327.219829
C15179,300.151415
C15184,302.22458
C15185,386.209324
C15186,340.24023
C15187,328.203845
C15188,302.22458
C15190,326.22458
C15192,316.203845
C15195,307.120843
C15197,340.251464
C15198,320.27153
C15199,316.24023
C15200,300.172545
C15208,344.198759
C15216,302.188195
C15224,326.082325
C15228,314.188195
C15229,303.917478
C15234,331.952272
C15244,353.857568
C15248,305.917276
C15249,301.027249
C15251,399.350115
C15252,304.24023
C15253,362.225723
C15254,328.203845
C15259,302.22458
C15260,314.22458
C15263,300.20893
C15264,318.25588
C15265,328.24023
C15266,358.250795
C15267,356.198759
C15271,360.210073
C15273,344.235145
C15276,306.199508
C15281,305.235479
C15282,316.203845
C15284,388.224974
C15285,322.250795
C15286,304.203845
C15287,316.203845
C15291,378.204239
C15292,372.339216
C15295,300.172545
C15297,305.0284
C15299,328.24023
C15300,368.048522
C15301,342.219495
C15303,328.203845
C15304,346.214409
C15306,304.203845
C15307,300.20893
C15309,362.189338
C15310,390.220638
C15312,348.210073
C15313,370.178024
C15314,360.23006
C15317,362.225723
C15318,302.22458
C15319,392.199902
C15320,378.220638
C15321,362.225723
C15322,366.237037
C15324,374.24571
C15327,346.194423
C15329,376.204988
C15331,360.266445
C15332,304.203845
C15333,372.23006
C15334,316.24023
C15337,386.354866
C15338,338.225723
C15339,316.24023
C15340,366.180665
C15342,314.22458
C15345,374.282095
C15346,376.26136
C15349,320.235145
C15350,384.23006
C15351,318.183109
C15353,300.20893
C15354,318.219495
C15355,332.235145
C15357,382.323566
C15358,336.185608
C15360,309.113171
C15361,378.184252
C15362,315.147058
C15363,346.214409
C15364,330.219495
C15365,346.214409
C15367,304.24023
C15368,350.24571
C15369,362.225723
C15370,373.240565
C15371,394.114357
C15372,388.224974
C15373,332.27153
C15374,358.250795
C15375,390.27701
C15376,306.25588
C15378,372.339216
C15380,364.204988
C15381,366.200651
C15384,332.235145
C15386,300.172545
C15387,332.142387
C15388,312.20893
C15389,336.090852
C15390,366.132336
C15391,334.250795
C15394,307.045628
C15396,308.190693
C15398,366.349781
C15399,306.25588
C15400,352.180523
C15401,332.235145
C15402,314.22458
C15403,350.24571
C15404,390.240624
C15405,332.235145
C15406,300.172545
C15407,350.164872
C15408,362.225723
C15409,330.219495
C15412,302.22458
C15413,330.25588
C15414,348.210073
C15416,304.203845
C15417,360.266445
C15420,300.245316
C15421,330.25588
C15422,388.297745
C15423,374.24571
C15424,352.14396
C15430,343.178358
C15431,300.245316
C15434,318.219495
C15436,361.347528
C15437,312.187801
C15438,366.204239
C15443,328.203845
C15444,338.225723
C15446,362.225723
C15447,362.225723
C15450,360.227654
C15451,326.136553
C15456,316.167459
C15458,333.172879
C15459,332.198759
C15460,302.22458
C15466,309.063722
C15467,342.219495
C15468,314.22458
C15484,318.25588
C15485,304.127051
C15486,302.111401
C15493,300.20893
C15494,322.214409
C15495,324.23006
C15500,320.121966
C15501,336.11688
C15502,320.121966
C15504,318.073953
C15509,340.131074
C15510,340.131074
C15511,338.115424
C15515,392.29266
C15517,392.29266
C15530,369.194008
C15536,306.219495
C15546,381.164833
C15548,342.116212
C15550,385.128728
C15551,373.080528
C15563,381.068564
C15569,386.24571
C15591,346.105253
C15599,338.075015
C15612,351.168188
C15617,323.049525
C15618,328.167459
C15619,351.183444
C15634,348.20893
C15637,341.235479
C15640,363.219829
C15643,392.199902
C15644,378.219495
C15658,341.132196
C15664,353.080967
C15666,386.078386
C15667,339.046766
C15685,348.23006
C15689,397.152537
C15726,396.196862
C15753,310.214409
C15772,343.090331
C15777,398.354866
C15778,396.339216
C15780,396.339216
C15781,398.354866
C15785,398.354866
C15816,396.339216
C15818,308.198759
C15985,368.209993
C15988,316.26136
C15989,396.22769
C16184,330.25588
C16185,356.27153
C16188,328.094688
C16189,328.094688
C16227,300.063388
C16228,300.063388
C16230,300.063388
C16258,394.30831
C16265,301.046752
C16321,310.214409
C16341,310.214409
C16405,302.079038
C16416,340.131074
C16417,354.146724
C16418,314.079038
C16427,335.159354
C16431,351.154269
C16443,381.164833
C16447,353.169919
C16448,383.180484
C16449,351.154269
C16488,308.158351
C16489,388.124682
C16507,364.16509
C16513,330.25588
C16517,368.104207
C16519,328.079432
C16522,306.25588
C16525,308.27153
C16526,310.28718
C16527,332.27153
C16533,336.302831
C16534,334.28718
C16544,387.219829
C16545,387.219829
C16546,357.209264
C16547,373.204179
C16548,343.193614
C16549,373.204179
C16607,340.158706
C16608,310.148141
C16610,311.095772
C16611,311.132157
C16615,378.039906
C16618,380.019171
C16619,379.035155
C16620,393.050805
C16628,313.073241
C16629,313.073241
C16634,342.026445
C16661,339.219829
C16662,325.204179
C16672,352.109292
C16677,316.203845
C16678,314.188195
C16679,316.203845
C16680,316.203845
C16683,300.20893
C16692,310.137616
C16698,373.077397
C16699,348.045763
C16707,373.188923
C16708,371.173273
C16709,385.188923
C16710,399.168188
C16712,357.157623
C16713,371.173273
C16714,385.188923
C16728,322.168128
C16750,341.183838
C16751,341.183838
C16753,314.079038
C16754,330.073953
C16755,328.058303
C16756,328.058303
C16780,330.219495
C16781,374.209324
C16790,319.178358
C16805,342.065887
C16810,338.188195
C16818,358.323566
C16822,363.121906
C16826,382.131026
C16827,326.100168
C16840,313.02146
C16856,395.085931
C16903,339.176919
C16910,397.129215
C16914,316.094688
C16921,354.25588
C16922,386.24571
C16925,316.094688
C16938,320.092283
C16952,307.214744
C16953,368.209993
C16956,339.256215
C16957,370.141638
C16963,374.121297
C16968,366.110338
C16971,366.194343
C16972,368.209993
C16980,384.204907
C16984,313.131408
C16985,311.148121
C16991,314.175619
C17004,392.223056
C17005,348.172545
C17011,348.142032
C17012,378.204239
C17013,392.219889
C17016,310.121846
C17035,394.199153
C17036,394.199153
C17040,344.089603
C17046,342.170533
C17047,300.099774
C17050,376.188589
C17051,390.204239
C17054,392.183503
C17055,330.167853
C17058,384.23006
C17059,300.063388
C17066,392.131862
C17071,358.126382
C17080,336.894918
C17083,334.107933
C17086,336.907812
C17097,398.126657
C17099,336.894918
C17103,333.929361
C17104,391.85811
C17106,317.934446
C17107,351.895474
C17109,317.934446
C17116,395.985504
C17117,332.054256
C17118,332.054256
C17126,316.094688
C17135,310.056842
C17147,354.095082
C17167,369.01466
C17168,313.02146
C17177,308.041192
C17179,300.108878
C17184,332.054256
C17193,336.085556
C17208,315.129117
C17240,345.088223
C17244,327.081029
C17248,341.096679
C17256,375.065773
C17257,389.081423
C17267,339.055877
C17275,377.045037
C17278,394.381081
C17302,360.149222
C17303,355.124214
C17309,389.195071
C17354,399.10665
C17355,385.127385
C17362,362.143764
C17363,362.143764
C17364,315.143035
C17371,312.114378
C17372,314.093642
C17377,314.093642
C17380,309.147727
C17395,372.164499
C17396,312.077992
C17397,314.093642
C17398,312.077992
C17399,394.050457
C17400,340.072907
C17402,312.114378
C17403,342.161328
C17404,350.093642
C17405,330.070798
C17413,330.110338
C17414,358.141638
C17415,370.141638
C17416,300.099774
C17426,339.147058
C17433,324.375602
C17450,390.225368
C17451,390.225368
C17452,388.209718
C17453,318.110338
C17456,318.110338
C17471,326.079038
C17472,312.099774
C17473,340.094688
C17474,326.115424
C17475,328.094688
C17482,328.131074
C17495,322.214409
C17496,350.24571
C17498,318.219495
C17499,354.146724
C17503,300.099774
C17508,358.141638
C17533,330.136828
C17557,370.189257
C17567,314.175619
C17572,344.073315
C17582,365.179815
C17583,321.1536
C17591,327.147058
C17592,343.178358
C17593,368.173607
C17594,368.173607
C17595,368.173607
C17596,368.173607
C17597,368.173607
C17598,368.173607
C17634,330.167853
C17635,330.167853
C17636,330.167853
C17637,330.167853
C17638,348.178418
C17641,382.199153
C17642,364.188589
C17643,380.183503
C17645,382.199153
C17646,392.29266
C17652,352.224974
C17653,368.219889
C17655,368.219889
C17656,352.224974
C17658,376.297745
C17659,398.194068
C17660,392.29266
C17661,392.29266
C17662,392.29266
C17664,392.29266
C17669,358.105253
C17670,330.073953
C17687,392.29266
C17688,330.053146
C17698,321.142367
C17700,335.158017
C17709,348.23727
C17710,389.263819
C17711,332.242356
C17722,302.026605
C17729,302.141913
C17742,338.115424
C17743,308.104859
C17751,357.105981
C17753,388.090666
C17754,360.132136
C17757,345.108661
C17759,356.110732
C17765,382.141638
C17770,382.235539
C17771,329.111067
C17784,314.079038
C17785,314.079038
C17787,360.084517
C17788,346.068867
C17789,316.167459
C17790,366.170533
C17795,316.167459
C17808,358.141638
C17811,300.063388
C17826,374.172939
C17839,327.110673
C17844,370.141638
C17848,374.172939
C17850,300.172545
C17851,300.172545
C17855,356.125988
C17872,366.194343
C17873,384.360345
C17874,354.157957
C17898,339.147058
C17899,329.162708
C17920,304.24023
C17934,308.086245
C17935,316.072907
C17939,364.105922
C17944,351.13077
C17950,351.119537
C17951,365.135187
C17956,318.219495
C17957,360.084517
C17958,386.100168
C17968,379.159079
C17970,346.174001
C17971,340.14818
C17972,353.179815
C17973,352.195799
C17974,366.211449
C17975,334.22162
C17976,348.23727
C17977,348.23727
C17978,348.23727
C17981,324.153266
C17982,337.1849
C17983,336.200885
C17984,304.211055
C17985,318.226705
C17986,318.226705
C17990,332.242356
C17991,389.263819
C17994,346.258006
C18015,314.188195
C18016,316.203845
C18023,340.131074
C18024,356.125988
C18037,330.146724
C18038,332.235145
C18039,360.193674
C18040,332.235145
