,molecular_formula,mass
C19842,(C17H28N3O10R)n,434.419087
C19843,C10H19N5O5,289.138619
C19844,C8H10Cl2O2,208.005785
C19845,C7H11O3SR,175.225546
C19846,C8H13O3SR,189.252168
C19847,C15H16O2(C5H8)n,296.404194
C19848,C20H26N10O12P2S2,724.0648309999999
C19850,C20H38N3O16P,607.198969
C19851,C15H22N5O16P3,621.027439
C19852,C55H92O7P2,926.6318279999999
C19853,C15H28O7P2(C5H8)n,450.44403499599997
C19854,C79H130O28P2,1588.822387
C19855,C73H122O22P2,1412.790299
C19856,C67H112O17P2,1250.737475
C19857,C85H140O33P2,1750.8752100000002
C19858,C12H16O3(C5H8)n,276.371379
C19859,C13H18O3(C5H8)n,290.398001
C19861,,
C19862,,
C19863,C30H52O2,444.39673099999993
C19864,C21H20Cl2O3,390.07895
C19865,C42H68O14,796.460907
C19866,C39H69N2O18R,853.969485
C19867,C26H34O9,490.220283
C19868,C32H44O14,652.273106
C19869,C32H44O14,652.273106
C19870,C88H142O35P2,1820.880689
C19871,C20H24MoN10O15P2S2,867.939332
C19872,C7H10N4O,166.085461
C19873,C28H48O6,480.345089
C19874,C28H48O7,496.340004
C19875,C92H166N2O44P2,2065.02887
C19876,C100H178N2O51P2,2285.087172
C19877,C76H143N2O33P3,1704.878595
C19878,C7H15O10P,290.040283
C19879,C7H16O13P2,370.006614
C19880,C7H15O10P,290.040283
C19881,C17H27N5O17P2,635.087717
C19882,C7H15O10P,290.040283
C19883,C89H163N3O40P2,1976.0288100000002
C19884,C73H139N3O26P2,1535.912205
C19885,C5H8NO4R,146.121551
C19886,C11H17N2O7R,289.262378
C19887,C11H18N2O10PR,369.24229599800003
C19888,C11H17N2O6R,273.262973
C19889,C11H20N3O5R,274.294094
C19890,C115H211N3O42P2,2368.394241
C19891,C6H12O6,180.06338799999997
C19892,C35H46O,482.354866
C19893,C15H26O,222.198365
C19894,C40H60O2,572.4593309999999
C19895,C16H14O3,254.094294
C19896,C15H12O3,240.078644
C19897,C11H11N5O2,245.091275
C19898,C36H44N4O,548.351512
C19899,C45H68N6O9,836.504778
C19900,C27H40O4,428.29265999999996
C19901,C25H38O3,386.282095
C19902,C29H48O7,508.340004
C19903,C41H60O9,696.423734
C19904,C20H29NO5S,395.176644
C19905,C19H20N2O2,308.152478
C19906,,
C19907,C4H5N,67.042199
C19908,C15H24,204.187801
C19909,C11H19NO9,309.105981
C19910,C11H19NO9,309.105981
C19911,C4H7NO4,133.037508
C19912,C25H41NO7PR2,529.544142996
C19913,C22H37NO5P,426.240935
C19914,C21H39NO6,401.277738
C19915,C5H4N2O2,124.027277
C19916,C10H15Br2Cl3,397.860609
C19917,C31H45N3O4S,555.313078
C19918,C30H50O,426.386166
C19919,C20H19N4.,350.12982400000004
C19920,C40H54O2,566.412381
C19921,C40H54O3,582.407296
C19922,,
C19923,,
C19924,,
C19925,,
C19926,,
C19927,,
C19928,C20H24N10O13P2S2,738.044095
C19929,C6H12N2O3,160.084792
C19930,C8H15O3PS,222.047952
C19931,C21H24N2O3,352.178693
C19932,C21H22N2O3,350.163043
C19933,C18H24O4,304.167459
C19934,C18H22O4,302.15180899999996
C19935,N3,42.009221999999994
C19936,C18H30O4,310.214409
C19937,C18H32O4,312.23006000000004
C19938,C15H24O,220.182715
C19939,C15H22O,218.16706499999998
C19940,,
C19941,,
C19942,C30H50O2,442.38108099999994
C19943,C30H48O2,440.36543099999994
C19944,C19H24O3,300.172545
C19945,C29H44N7O20P3S,935.157467
C19946,C29H44N7O19P3S,919.162552
C19947,C16H27N3O14P2,547.096826
C19948,C18H31N3O14P2,575.128126
C19949,C13H14N2O7,310.08010099999996
C19950,C19H31NO2,305.235479
C19951,C19H29NO2,303.219829
C19952,C22H32O8,424.20971799999995
C19953,C29H35NO5,477.251523
C19954,C29H37NO5,479.26717300000007
C19955,C36H45ClN6O12,788.278399
C19956,C15H22O6,298.141638
C19957,C39H65NO11,723.455762
C19958,C39H65NO11,723.455762
C19959,C10H8N2O6,252.03823599999998
C19960,C16H24N2O15P2,546.065191
C19961,C17H28N4O15P2,590.102639
C19962,C20H30O,286.229666
C19963,C20H34O,290.260966
C19964,C20H34O,290.260966
C19965,C24H38O20,646.195644
C19966,C18H32O15,488.17412
C19967,C10H16N5O14P3,522.9906599999999
C19968,C10H14N5O8P,363.057999
C19969,C10H16N5O13P3,506.995745
C19970,C10H14N5O7P,347.063084
C19971,C19H30N4O16P2,632.113204
C19972,C10H18N2O5,246.12157200000001
C19973,C15H24,204.187801
C19974,C15H26O,222.198365
C19975,C29H42N7O18P3S,901.1519880000001
C19976,C10H17NO6,247.105587
C19977,C11H14N2O6,270.08518599999996
C19978,C36H22O17,726.085699
C19979,C19H14O6,338.07903799999997
C19980,C19H19NO4,325.131408
C19981,C21H23NO6,385.152537
C19982,C19H24N2O3,328.178693
C19983,C8H17NO,143.131014
C19984,C32H48O9,576.329833
C19985,C20H21NO4,339.147058
C19986,C35H52O15,712.330621
C19987,C32H48O9,576.329833
C19988,C23H32O6,404.219889
C19989,C33H45NO8,583.314517
C19990,C25H41NO9,499.278132
C19991,C33H44O9,584.298533
C19992,C24H36O8,452.241018
C19993,C17H24O2,260.17762999999997
C19994,C17H26O2,262.19327999999996
C19995,C49H75N13O12,1037.565815
C19996,C46H68N10O12,952.501818
C19997,C52H72N10O13,1044.528032
C19998,C7H17N4O4P,252.098742
C19999,C15H21N5O7S,415.116169
C20000,C17H24O3,276.172545
C20001,C57H82O16,1022.5602869999999
C20002,C60H84O16,1060.5759369999998
C20003,C62H92O19,1140.6232810000001
C20004,C43H64O11,756.4448629999999
C20005,C66H104O30S3,1472.577454
C20006,C44H68O13S,836.4380629999999
C20007,C33H52O11,624.350963
C20008,C42H70O17S,878.4333720000001
C20009,C29H46O7,506.324354
C20010,C34H36Cl2N6O5S,710.1844940000001
C20011,C56H84O21S2,1156.494651
C20012,C47H70O14,858.4765570000001
C20013,C52H75NO17S,1017.4755710000001
C20014,C53H79NO17S,1033.506871
C20015,C49H69ClO14,916.437585
C20016,C28H42O7,490.293054
C20017,C29H36O9,528.235933
C20018,C10H17N7O7S,379.09101699999997
C20019,C10H17N7O8S,395.085931
C20020,C10H17N7O11S2,475.042746
C20021,C9H16N6O3,256.128388
C20022,C9H16N6O8S,368.07503199999996
C20023,C56H85NO13,979.602092
C20024,C56H85NO17S,1075.5538210000002
C20025,C32H45NO4,507.334859
C20026,C11H17N3O7,303.10665
C20027,C15H21NO6,311.136887
C20028,C127H219N3O53,2634.453379
C20029,C54H85N13O15S,1187.60088
C20030,C40H50N8O10,802.36499
C20031,C16H29NO,251.22491499999998
C20032,C24H35NO5,417.251523
C20033,C19H33NO2,307.251129
C20034,C16H29NO2,267.219829
C20035,C24H32O6,416.219889
C20036,C24H32O5,400.22497400000003
C20037,C338H529N97O105S11,7984.1314250000005
C20038,,
C20039,,
C20040,,
C20041,C299H476N90O87S10,7044.190681
C20042,C299H485N79O77S10,6739.194367
C20043,,
C20044,C17H22O2,258.16197999999997
C20045,C27H33N3O7,511.23185
C20046,C22H20O8,412.115818
C20047,,
C20048,C79H131N31O24S4,2025.8866070000001
C20049,,
C20050,C60H92N20O14,1316.710188
C20051,,
C20052,C23H41N5O3,435.32094000000006
C20053,C106H180N34O23S5,2457.256412
C20054,,
C20055,C179H274N50O55S7,4227.822558
C20056,C169H284N52O47S7,4017.947639
C20057,C178H286N52O50S7,4175.948033
C20058,C142H243N45O39S7,3426.645978
C20059,C22H33NO2,343.251129
C20060,C54H74N2O10,910.534347
C20061,C54H76N2O10,912.5499970000001
C20062,C29H42N7O18P3S,901.1519880000001
C20063,,
C20064,C105H156N38O36S4,2653.042726
C20065,C145H232N46O46S8,3609.49945
C20066,C177H281N47O50S7,4088.8935380000003
C20067,,
C20068,,
C20069,C176H277N57O55S7,4292.867550999999
C20070,C37H44ClNO6,633.285716
C20073,C20H14O4,318.089209
C20077,,
C20078,,
C20079,,
C20080,,
C20081,,
C20082,C13H22N2O8,334.13761600000004
C20083,C22H34N5O15P,639.178902
C20084,C88H140N20O37,2068.9688260000003
C20085,,
C20086,,
C20087,,
C20088,C217H341N71O74S9,5417.053544
C20089,,
C20090,,
C20091,,
C20092,,
C20093,C36H63N12O6,759.499353
C20094,C35H60N12O6,744.4758780000001
C20095,C31H53N11O5,659.4231139999999
C20096,C36H63N12O5,743.5044379999999
C20097,C19H27N5O3,373.21139
C20098,,
C20099,,
C20100,,
C20101,,
C20102,,
C20103,,
C20104,,
C20105,,
C20106,,
C20107,,
C20108,,
C20109,C135H224N38O29,2841.722143
C20110,C149H245N39O35S2,3204.803172
C20111,,
C20112,,
C20113,,
C20114,,
C20115,,
C20116,,
C20117,,
C20118,C206H313N59O59S9,4845.0792
C20119,C11H15N5O6SR4(C2H2NOR)n,497.5698699999999
C20120,C26H39N5O6SR4(C2H2NOR)n,701.921554
C20121,C15H27O4P,302.164696
C20122,C21H13N,279.104799
C20123,C2H2Br2O2,215.842155
C20124,C16H10S,234.050321
C20125,C12H8S,184.034671
C20126,C11H13NO3,207.089543
C20127,C11H14N2,174.115698
C20128,C16H28O,236.21401600000002
C20129,C19H16O4,308.104859
C20130,C12H14N2O2,218.105528
C20131,C10H20NO4,218.13923300000002
C20132,C24H27NO7,441.178752
C20133,C17H18O4,286.12050899999997
C20134,C25H32ClNO6,477.191815
C20135,C26H34ClNO6,491.207466
C20136,C27H35ClN2O7,534.213279
C20137,C31H41ClN2O8,604.2551440000001
C20138,C31H41ClN2O9,620.250059
C20139,C37H51ClN2O14,782.3028820000001
C20140,C38H52ClN3O15,825.3086959999999
C20141,C13H9N,179.073499
C20142,C13H9NO,195.068414
C20143,C27H44O2,400.334131
C20144,C19H24O2,284.17762999999997
C20145,C20H32,272.25040099999995
C20146,C20H32O,288.245316
C20147,C20H32O,288.245316
C20148,C20H30O,286.229666
C20149,C20H30O2,302.22458
C20150,C20H32O,288.245316
C20151,C22H34O4,362.24571000000003
C20152,C28H40O8,504.272318
C20153,C28H40O9,520.267233
C20154,C15H14O3,242.094294
C20155,C5H5N5O2,167.044324
C20156,C18H29N3O15P2,589.10739
C20157,C11H8N2,168.068748
C20158,C20H34O,290.260966
C20159,C15H24,204.187801
C20160,C50H67N11O11S2,1061.446293
C20161,C15H24,204.187801
C20162,C15H24,204.187801
C20163,C15H24,204.187801
C20164,C30H39N5O7S2,645.22909
C20165,C33H46N6O10,686.327542
C20166,C26H25NO4,415.178358
C20167,C27H27NO4,429.194008
C20168,C23H24N2O,344.18886299999997
C20169,C23H24N2O,344.18886299999997
C20170,C8H5NOS,163.009184
C20171,C16H13N3O4,311.090606
C20172,C15H26O,222.198365
C20173,C15H24,204.187801
C20174,C15H24,204.187801
C20175,C15H24,204.187801
C20176,C10H15N5O11P2,443.024329
C20177,C15H24,204.187801
C20178,C15H24,204.187801
C20179,C15H24,204.187801
C20180,C15H24,204.187801
C20181,C15H26O,222.198365
C20182,C15H24,204.187801
C20183,C11H18N5O11P2,458.047804
C20184,C15H26O,222.198365
C20185,C20H32,272.25040099999995
C20186,C18H32O4,312.23006000000004
C20187,C30H50O,426.386166
C20188,C30H50O,426.386166
C20189,C30H50O,426.386166
C20190,C20H30N10O25P6,995.980926
C20191,C30H50O,426.386166
C20192,C30H50O,426.386166
C20193,C30H50O,426.386166
C20194,C30H50O,426.386166
C20195,C30H50O,426.386166
C20196,C23H28O8,432.17841799999997
C20197,C22H30O6,390.20423900000003
C20198,C10H18N5O19P5,666.928406
C20199,C13H18O4,238.120509
C20200,C30H50O,426.386166
C20201,C18H22O4,302.15180899999996
C20202,C35H43N7O2,593.3478240000001
C20203,C18H26O4,306.183109
C20204,C6H11NO2S,161.051049
C20205,C22H28O5,372.19367400000004
C20206,C25H32O8,460.20971799999995
C20207,C13H16O5,252.09977400000002
C20208,C20H30O2,302.22458
C20209,C7H4O7,199.995702
C20210,C11H10O4,206.057909
C20211,C20H24O3,312.172545
C20212,C20H30O3,318.219495
C20213,C35H64O7,596.465204
C20214,C20H30O5,350.20932400000004
C20215,C19H29NO3,319.214744
C20216,C17H27NO3,293.199094
C20217,C19H26O2,286.19327999999996
C20218,C21H30O3,330.219495
C20219,C21H32O2,316.24023
C20220,C22H21Cl2IN4O,554.01371
C20221,C10H16O2,168.11503000000002
C20222,C10H16O2,168.11503000000002
C20223,C10H16O2,168.11503000000002
C20224,C11H11O4R,207.203111
C20225,C12H14O4,222.08920899999998
C20226,C14H10O2,210.06807999999998
C20227,C14H12O2,212.08372999999997
C20228,C14H12O2,212.08372999999997
C20229,C15H24O,220.182715
C20230,C10H16,136.125201
C20231,C4H6N2O4,146.032757
C20232,C5H8N2O4,160.048407
C20233,C15H24N2O2,264.18377799999996
C20234,C7H13N3O3,187.095691
C20235,C11H22O7P2,328.084076
C20236,C12H22O11,342.116212
C20237,C12H23O14P,422.082542
C20238,C26H42N7O19P3S,881.146902
C20239,C7H9N5O3,211.07053900000002
C20240,C6H8O3,128.04734399999998
C20241,C10H16,136.125201
C20242,C10H16,136.125201
C20243,C11H20O,168.151415
C20244,C10H16,136.125201
C20245,C17H28N3O20P3,687.0479
C20246,C7H10NO6PS,266.996644
C20247,C7H10NO6PS,266.996644
C20248,C7H6N4O3,194.04398999999998
C20249,C3H5NO3,103.026943
C20250,C4H7NO3,117.042593
C20251,C6H10O6,178.04773799999998
C20252,C19H26O2,286.19327999999996
C20253,C3H5NO2,87.032028
C20254,C4H6N2O3,130.03784199999998
C20255,C4H7NO2,101.047678
C20256,C5H8N2O3,144.053492
C20258,C7H9NO5,187.048072
C20259,C35H48ClN3O10S,737.274893
C20260,C10H16O,152.120115
C20261,C10H18O,154.135765
C20262,C15H22O,218.16706499999998
C20263,C9H13N5O3,239.101839
C20264,C9H15N5O3,241.117489
C20265,C16H16O3(C5H8)n,324.414339
C20266,C21H27N5,349.226646
C20267,C6H10N4,138.090546
C20268,C18H20O5,316.131074
C20269,C10H10O2,162.06808
C20270,C20H38O8P2,468.20419100000004
C20271,C10H14O3,182.094294
C20272,C15H24,204.187801
C20273,C15H24,204.187801
C20274,C15H24,204.187801
C20275,C15H24,204.187801
C20276,C35H56,476.43820199999993
C20277,C6H14N2O2,146.105528
C20278,C12H26N4O3,274.200491
C20279,C12H23N3O4,273.168856
C20280,C16H12N2O2,264.089878
C20281,C16H12N2O2,264.089878
C20282,C16H12N2O3,280.084792
C20283,C16H12N2O3,280.084792
C20284,C6H5N2,105.045273
C20285,C14H13NO,211.099714
C20286,C13H12N4O,240.10111099999997
C20287,C15H14N4O2,282.111676
C20288,C13H12N4O4S,320.05792599999995
C20289,C11H10N4O,214.08546099999998
C20290,C13H12N4O2,256.096026
C20291,C11H11N5O,229.09636
C20292,C4H12N,74.096974
C20293,C13H13N5O2,271.106925
C20294,Cr,51.940512
C20295,Cr,51.940512
C20296,As,74.921596
C20297,C22H25NO7,415.163102
C20298,As,74.921596
C20299,C22H25NO7,415.163102
C20300,C2H7AsO,121.971286
C20301,C2H6N2O2,90.042927
C20302,CH3N2,43.029623
C20303,C2H3ClO,77.98724200000001
C20304,C12H20ClN3O6S,369.07613399999997
C20305,C2H4Cl2O,113.96392
C20306,CH4N2O,60.032363000000004
C20307,C15H24O,220.182715
C20308,C15H22O,218.16706499999998
C20309,C15H22O2,234.16197999999997
C20310,C6H13NO3,147.089543
C20311,C6H13NO4,163.084458
C20312,C5H11NO,101.084064
C20313,C5H11NO3,133.073893
C20314,C5H11NO4,149.06880800000002
C20315,C4H9NO,87.068414
C20316,C12H9NO,183.068414
C20317,C5H7Cl2NO2S,214.95745499999998
C20318,C2H2Cl2S,127.925426
C20319,C12H10NO,184.076239
C20320,C10H14O2,166.09938
C20321,C31H48N7O19P3S,947.1938529999999
C20322,C10H16O2,168.11503000000002
C20323,C10H16O2,168.11503000000002
C20324,C10H16O3,184.10994399999998
C20325,C15H24O,220.182715
C20326,C10H18O2,170.13068
C20327,C10H10O3,178.062994
C20328,C8H15NO6,221.08993700000002
C20329,C20H32O2,304.24023
C20330,C6H14N4O3,190.10658999999998
C20331,C40H56O,552.433116
C20332,C40H58O2,570.443681
C20333,C14H22N2O10,378.127445
C20334,C6H14O3,134.094294
C20335,C4H10O2,90.06808000000001
C20336,C37H34N2O9S3.,782.211391
C20337,C28H20N2O8S2.,622.045646
C20338,C20H42O,298.323566
C20339,C4H9NO,87.068414
C20340,C24H42O7,442.293054
C20341,C4H4O5.,177.985413
C20342,C11H14O3,194.094294
C20343,C10H12O3,180.078644
C20344,C20H11N2O10S3.,603.9268910000001
C20345,C5H11O4P,166.039495
C20346,C16H11N3O7S2.,466.98337999999995
C20347,C20H2Cl4I4O5.,1015.463045
C20348,C27H29N2O7S2.,580.131387
C20349,C18H9NO8S2.,476.95649699999996
C20350,C12H25N3O7,323.16925
C20351,C12H22N2O8,322.13761600000004
C20352,C55H92O11P2,990.6114869999999
C20353,C12H24N2O8,324.15326600000003
C20354,C12H22O10,326.121297
C20355,C27H50O6,470.36073899999997
C20356,C18H36O2,284.27153
C20357,C19H30N4O16P2,632.113204
C20358,C23H28N3O11.,631.104284
C20359,C17H26N4O17P2,620.076818
C20360,C4H7O3S.,158.001359
C20361,C10H14N2O,178.110613
C20362,C7H8O3,140.04734399999998
C20363,C3H4O3,88.016044
C20364,C6H8O6,176.032088
C20365,C28H54O2,422.412381
C20366,C7H4O5,168.005873
C20367,C7H5NO7,215.00660200000002
C20368,C55H91O8P,910.645156
C20369,C55H89O8P,908.6295060000001
C20370,C55H91O8P,910.645156
C20371,C10H15NO3,197.10519299999999
C20372,C6H7O4SR,175.18244700000002
C20373,C6H9O4SR,177.198329
C20374,C6H7O3SR,159.183042
C20375,C6H9O3SR,161.19892400000003
C20376,C8H11O4SR,203.235691
C20377,C8H13O4SR,205.251573
C20378,C8H11O3SR,187.236286
C20379,C16H18N2O,254.141913
C20380,C17H20O6,320.125988
C20381,C10H8N2O6,252.03823599999998
C20382,C3H4N2O,84.032363
C20383,C23H28O12,496.158076
C20384,C8H12N2O3S,216.056863
C20385,C6H8N2O3S,188.02556299999998
C20386,C10H16N2O4S,260.083078
C20387,C10H16N2O5S,276.077992
C20388,C17H28O3,280.203845
C20389,C15H34N.,307.187463
C20390,C58H97NO12P2,1061.6486009999999
C20394,C28H40N7O18P3S,887.1363380000001
C20395,C17H23N3O18P2,619.045184
C20396,CH5O3P,95.99763100000001
C20397,C15H18O5,278.115424
C20398,C15H18O4,262.12050899999997
C20399,C15H20O4,264.13615899999996
C20400,C15H20O3,248.14124500000003
C20402,C15H20O4,264.13615899999996
C20403,C15H22O3,250.15689500000002
C20404,C15H22O2,234.16197999999997
C20405,C15H22O3,250.15689500000002
C20406,C22H32O4,360.23006000000004
C20407,C15H16O5,276.099774
C20408,C16H20N2,240.16264900000002
C20409,C16H19N2,239.15482400000002
C20410,C17H22N2O2,286.16812799999997
C20411,C31H52,424.40690199999995
C20412,C32H54,438.42255199999994
C20413,C33H52N7O20P3S,991.220067
C20414,C9H6O3,162.031694
C20415,C18H29N3O15P2,589.10739
C20416,C64H107NO16P2,1207.706509
C20417,C12H16O4,224.10485899999998
C20418,C13H22N2O8,334.13761600000004
C20419,C22H34N5O15P,639.178902
C20420,C55H91O4P,846.6654980000001
C20421,C65H108N2O11P2,1154.742835
C20422,C6H16O16P4,467.938881
C20423,C6H14O10P2,308.00622000000004
C20424,C10H18N2O5,246.12157200000001
C20425,C10H16O,152.120115
C20426,C14H16O4,248.10485899999998
C20427,C73H121N3O16P2,1357.822208
C20428,C20H28O2,300.20893
C20429,C20H28O2,300.20893
C20430,C18H20O3,284.141245
C20431,C18H20O4,300.13615899999996
C20432,C30H50,410.391252
C20433,C31H52,424.40690199999995
C20434,C31H52,424.40690199999995
C20435,C32H54,438.42255199999994
C20436,C18H22N2O2,298.16812799999997
C20437,C16H20N2O,256.157563
C20438,C23H30N2O2,366.230728
C20439,C17H17N5O6S,419.089954
C20440,C5H10O10P2,291.97492
C20441,C5H6O2,98.03677900000001
C20442,(C14H20NO16S2)n,522.435963
C20443,C6H8O3,128.04734399999998
C20444,C17H12O6,312.063388
C20445,C18H14O6,326.07903799999997
C20446,C12H18N5O8P(C5H8O6PR)n(C5H8O6PR)n,781.4491749939999
C20447,C26H40N7O20P3S,895.126167
C20448,C6H6O4,142.026609
C20449,C6H4O4,140.010959
C20450,C6H4O5,156.005873
C20451,C10H13N4O8P(C5H8O6PR)n(C5H8O6PR)n,738.3812869939999
C20452,C20H18O7,370.105253
C20453,C20H20O6,356.125988
C20454,C20H24O6,360.157289
C20455,C20H22O6,358.141638
C20456,C20H26O6,362.172939
C20457,C16H17N2,237.13917400000003
C20458,C10H13N4O8P(C5H8O6PR)n(C5H8O6PR)n,738.3812869939999
C20459,C10H14N5O7P(C5H8O6PR)n(C5H8O6PR)n,737.396525994
C20460,C41H45O22,889.2402480000001
C20461,C30H25O12R2,2337.448135
C20462,C10H8O4,192.042259
C20463,C10H12N4O3,236.09094
C20464,C9H10O,134.073165
C20465,C11H12O3,192.078644
C20466,C46H78NO8P,803.546505
C20467,C26H27O14R2,2611.4091569999996
C20468,C26H29O15,581.150645
C20469,C27H31O16,611.16121
C20470,C14H18O9,330.095082
C20471,C27H29O15R2,2785.429829
C20472,C36H35O16R2,3059.568185
C20473,C42H45O21R2,3941.6822849999994
C20474,C32H37O19R2,3493.5232570000003
C20475,C35H58O,494.44876600000003
C20476,C15H24,204.187801
C20477,C15H24,204.187801
C20478,C15H24,204.187801
C20479,C15H26O,222.198365
C20480,C15H24,204.187801
C20481,C20H34O,290.260966
C20482,C21H31N7O15P2,683.135336
C20483,C21H32N7O18P3,763.101667
C20484,C40H56,536.4382019999999
C20485,C5H6O6,162.016438
C20486,C15H24,204.187801
C20487,C9H11NO2,165.078979
C20488,C9H11NO2,165.078979
C20489,C26H29O14,565.155731
C20490,C26H29O15,581.150645
C20491,C26H29O16,597.1455599999999
C20492,C32H39O19,727.208554
C20493,C32H39O20,743.203469
C20494,C32H39O21,759.198383
C20495,C27H31O15,595.166295
C20496,C27H31O17,627.156125
C20497,C71H116N2O18P2,1346.7698380000002
C20498,C79H129N3O22P2,1533.854296
C20499,C20H20O7,372.120903
C20500,C20H20O8,388.115818
C20501,C20H20O8,388.115818
C20502,C20H18O8,386.100168
C20503,C20H16O8,384.084517
C20504,C20H18O8,386.100168
C20505,C20H16O9,400.079432
C20506,C20H18O9,402.095082
C20507,C18H14O8,358.068867
C20508,C18H16O8,360.084517
C20509,C18H34N4O11,482.22240800000003
C20510,C30H48O3,456.360345
C20511,C30H46O3,454.344695
C20512,C21H25N3O2,351.194677
C20513,C21H25N3O3,367.189592
C20514,C12H22N2O2,226.16812799999997
C20515,C12H20N2O4,256.14230699999996
C20516,C18H18N2O4,326.12665699999997
C20517,C18H16N2O4,324.111007
C20518,C43H89O6P,732.639677
C20519,C15H20N2O2,260.152478
C20520,C15H16N2O2,256.121178
C20521,C15H18N2O2,258.136828
C20522,C6H8N2O2,140.058578
C20525,C28H39N,389.30825
C20526,C28H39NO,405.303165
C20527,C28H39NO,405.303165
C20528,C27H35NO3,421.26169400000003
C20529,C28H39NO2,421.29807999999997
C20530,C28H39NO2,421.29807999999997
C20531,C27H33NO3,419.246044
C20532,C37H51NO5,589.376724
C20533,C37H47NO6,601.340338
C20534,C27H35NO2,405.266779
C20535,C27H35NO3,421.26169400000003
C20536,C28H39NO3,437.292994
C20542,C27H35NO4,437.25660899999997
C20543,C27H35NO5,453.251523
C20545,C32H43NO5,521.314123
C20546,C32H41NO5,519.2984730000001
C20548,C37H49NO7,619.350903
C20549,C39H51NO8,661.361468
C20550,C42H57NO7,687.413503
C20551,C42H55NO7,685.397853
C20552,C32H39NO5,517.282823
C20553,C27H31NO3,417.230394
C20554,C27H31NO4,433.225308
C20555,C32H39NO4,501.287909
C20558,C27H35NO3,421.26169400000003
C20559,C11H16NO7P,305.066438
C20560,C8H21N5,187.179696
C20561,C37H49NO4,571.366159
C20562,C18H23N6O8P,482.131498
C20563,C16H17N3O2,283.132077
C20564,C32H41N3O7,579.294451
C20565,C20H24N10O12P2,658.1050389999999
C20566,C9H14N5O7P,335.063084
C20567,C9H12N5O6P,317.05252
C20568,C10H18O9,282.095082
C20569,C5H10O5,150.052823
C20570,C10H18O9,282.095082
C20571,C15H26O13,414.137341
C20572,C20H34O17,546.1796
C20573,C22H36O19,604.185079
C20574,C20H16O7,368.08960299999995
C20575,C18H12O7,340.05830299999997
C20576,C15H26O,222.198365
C20577,C11H18O8,278.100168
C20578,C5H6O2,98.03677900000001
C20579,C17H16N2O2,280.121178
C20580,C14H26N7O7P(C5H8O6PR)n(C5H8O6PR)n,825.548183994
C20581,C8H10O6,202.04773799999998
C20582,C9H12O6,216.06338799999997
C20583,C18H10O7,338.042653
C20584,C38H53NO5,603.392374
C20585,C38H51NO6,617.371638
C20586,C28H37NO4,451.27225899999996
C20587,C28H37NO3,435.277344
C20588,C19H6Br8O5S,977.340295
C20589,C6H14NO9P,275.040618
C20590,C32H41N5O5,575.310769
C20591,C27H40O5,444.287574
C20592,C4H2O3,98.000394
C20593,C27H35NO4,437.25660899999997
C20594,C42H59NO5,657.439324
C20595,C42H57NO5,655.423674
C20596,C37H45NO4,567.3348589999999
C20597,C37H45NO6,599.324688
C20598,C37H44ClNO5,617.290801
C20599,C37H44ClNO6,633.285716
C20600,C37H47NO5,585.345424
C20601,C37H47NO4,569.350509
C20602,C6H12N4O2,172.096026
C20603,C6H12N4O3,188.09094
C20604,C22H25N3O3,379.189592
C20605,C22H25N3O5,411.179421
C20607,C22H27N3O3,381.205242
C20608,C3H5ClO2,107.99780700000001
C20609,C3H3ClO2,105.982157
C20612,C16H23N5O14P2,571.071673
C20613,C16H25N5O14P2,573.087324
C20614,C18H35N3O12,485.222074
C20615,C10H16O2,168.11503000000002
C20616,,
C20617,C69H115NO17P2,1291.764024
C20618,C69H115NO17P2,1291.764024
C20619,C69H115NO17P2,1291.764024
C20620,C63H105NO12P2,1129.711201
C20621,C71H118N2O17P2,1332.790573
C20622,C77H128N2O22P2,1494.843397
C20623,C39H68O2S2,632.466073
C20624,C39H66O2S2,630.450423
C20625,C83H138N2O26P2,1640.901306
C20626,C89H148N2O31P2,1802.954129
C20627,C52H101N3O13P2,1037.680963
C20628,C46H94NO8P,819.671706
C20629,C21H19NO6,381.121237
C20630,C27H33N3O5,479.242021
C20631,C4H8N2O4,148.048407
C20632,C20H26O4,330.183109
C20633,C20H26O5,346.17802400000005
